datum_zobrazeni;datum;kraj_kod;kraj;okres_kod;okres;body;incidence14_100;incidence14_100_body;incidence_65_14_100;incidence_65_14_100_body;incidence_65_roste;incidence_65_roste_body;simple_r;simple_r_body;pozit_perc_test;pozit_perc_test_body;pozit_perc_test_roste;pozit_perc_test_roste_body
2020-10-27;2020-10-26;CZ063;Kraj Vysočina;CZ0634;Třebíč;89;1221.911379800000;20;1341.693339700000;20;1;2;1.306799336650;15;0.495909376966;30;1;2
2020-10-27;2020-10-26;CZ063;Kraj Vysočina;CZ0635;Žďár nad Sázavou;84;1624.096548600000;20;1301.075726000000;20;1;2;1.096234309623;10;0.449014567266;30;1;2
2020-10-27;2020-10-26;CZ064;Jihomoravský kraj;CZ0641;Blansko;78;1083.052338300000;20;821.135308800000;16;1;2;1.135714285714;10;0.355704697986;30;0;0
2020-10-27;2020-10-26;CZ064;Jihomoravský kraj;CZ0642;Brno-město;80;1224.871901100000;20;852.033175100000;16;1;2;1.159388646288;10;0.349986817822;30;1;2
2020-10-27;2020-10-26;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;85;1129.352480800000;20;726.128524700000;16;1;2;1.300085251491;15;0.353009259259;30;1;2
2020-10-27;2020-10-26;CZ064;Jihomoravský kraj;CZ0644;Břeclav;85;769.621036800000;16;1049.630685400000;20;1;2;1.204301075268;15;0.362694300518;30;1;2
2020-10-27;2020-10-26;CZ064;Jihomoravský kraj;CZ0645;Hodonín;89;1503.803355700000;20;1193.309947300000;20;1;2;1.302857142857;15;0.408114558472;30;1;2
2020-10-27;2020-10-26;CZ064;Jihomoravský kraj;CZ0646;Vyškov;94;1162.765496300000;20;967.194570100000;20;1;2;1.505518763796;20;0.372270742358;30;1;2
2020-10-27;2020-10-26;CZ064;Jihomoravský kraj;CZ0647;Znojmo;89;967.197488400000;20;1230.104492700000;20;1;2;1.300766283524;15;0.387115165336;30;1;2
2020-10-27;2020-10-26;CZ071;Olomoucký kraj;CZ0711;Jeseník;99;1401.179941000000;20;1095.238095200000;20;1;2;1.718309859154;25;0.511173184357;30;1;2
2020-10-27;2020-10-26;CZ071;Olomoucký kraj;CZ0712;Olomouc;79;1419.701705500000;20;1027.069555700000;20;1;2;0.858166189111;5;0.393906181499;30;1;2
2020-10-27;2020-10-26;CZ071;Olomoucký kraj;CZ0713;Prostějov;84;1890.543600300000;20;1052.771855000000;20;1;2;1.063943161634;10;0.388834793898;30;1;2
2020-10-27;2020-10-26;CZ071;Olomoucký kraj;CZ0714;Přerov;89;1734.974365300000;20;1163.430836400000;20;1;2;1.274134790528;15;0.412927981109;30;1;2
2020-10-27;2020-10-26;CZ071;Olomoucký kraj;CZ0715;Šumperk;78;1246.501739700000;20;862.169404600000;16;1;2;1.017456359102;10;0.398437500000;30;0;0
2020-10-27;2020-10-26;CZ072;Zlínský kraj;CZ0721;Kroměříž;84;1773.254986000000;20;1073.626521700000;20;1;2;1.162486368593;10;0.386652158142;30;1;2
2020-10-27;2020-10-26;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;84;1896.980861400000;20;1267.109364400000;20;1;2;1.196304849884;10;0.408517350157;30;1;2
2020-10-27;2020-10-26;CZ072;Zlínský kraj;CZ0723;Vsetín;89;1824.410119000000;20;1170.871991500000;20;1;2;1.377551020408;15;0.461801596351;30;1;2
2020-10-27;2020-10-26;CZ072;Zlínský kraj;CZ0724;Zlín;82;2123.118986400000;20;1258.890293100000;20;1;2;1.156697973306;10;0.385121790651;30;0;0
2020-10-27;2020-10-26;CZ080;Moravskoslezský kraj;CZ0801;Bruntál;81;953.087983200000;16;621.500847500000;16;1;2;1.202380952380;15;0.367005813953;30;1;2
2020-10-27;2020-10-26;CZ080;Moravskoslezský kraj;CZ0802;Frýdek-Místek;90;1302.524923100000;20;900.858073200000;16;1;2;1.475903614457;20;0.354925496688;30;1;2
2020-10-27;2020-10-26;CZ080;Moravskoslezský kraj;CZ0803;Karviná;76;894.350530100000;16;513.197939200000;16;1;2;1.467969598262;20;0.214876033057;20;1;2
2020-10-27;2020-10-26;CZ080;Moravskoslezský kraj;CZ0804;Nový Jičín;85;1273.939977700000;20;844.435473000000;16;1;2;1.225982532751;15;0.361791237113;30;1;2
2020-10-27;2020-10-26;CZ080;Moravskoslezský kraj;CZ0805;Opava;89;1554.733425600000;20;1197.414738200000;20;1;2;1.295707472178;15;0.380396732788;30;1;2
2020-10-27;2020-10-26;CZ080;Moravskoslezský kraj;CZ0806;Ostrava-město;85;1123.553389800000;20;762.756443900000;16;1;2;1.352495262160;15;0.327971813725;30;1;2
2020-10-28;2020-10-27;CZ010;Hl. m. Praha;CZ0100;Praha;84;1330.008751900000;20;964.700636200000;20;1;2;1.066295264623;10;0.266358651785;30;1;2
2020-10-28;2020-10-27;CZ020;Středočeský kraj;CZ0201;Benešov;89;1969.541513200000;20;1125.024457000000;20;1;2;1.267295597484;15;0.411364409663;30;1;2
2020-10-28;2020-10-27;CZ020;Středočeský kraj;CZ0202;Beroun;84;1455.953207500000;20;1091.740497200000;20;1;2;1.159590043923;10;0.305791505791;30;1;2
2020-10-28;2020-10-27;CZ020;Středočeský kraj;CZ0203;Kladno;85;1186.907972500000;20;827.866291700000;16;1;2;1.272624434389;15;0.301446945337;30;1;2
2020-10-28;2020-10-27;CZ020;Středočeský kraj;CZ0204;Kolín;82;1452.890677500000;20;1076.976524800000;20;1;2;1.028534370946;10;0.346742457367;30;0;0
2020-10-28;2020-10-27;CZ020;Středočeský kraj;CZ0205;Kutná Hora;80;1159.202405400000;20;854.539742300000;16;1;2;1.190366972477;10;0.304756312389;30;1;2
2020-10-28;2020-10-27;CZ020;Středočeský kraj;CZ0206;Mělník;89;1223.216409500000;20;997.506234400000;20;1;2;1.233128834355;15;0.356382978723;30;1;2
2020-10-28;2020-10-27;CZ020;Středočeský kraj;CZ0207;Mladá Boleslav;85;1354.658075400000;20;737.776666200000;16;1;2;1.294610778443;15;0.327973300970;30;1;2
2020-10-28;2020-10-27;CZ020;Středočeský kraj;CZ0208;Nymburk;80;1245.960787400000;20;719.310308300000;16;1;2;1.143759873617;10;0.342155009451;30;1;2
2020-10-28;2020-10-27;CZ020;Středočeský kraj;CZ0209;Praha-východ;80;1348.432319100000;20;762.809441500000;16;1;2;1.101314771848;10;0.281757024139;30;1;2
2020-10-28;2020-10-27;CZ020;Středočeský kraj;CZ020A;Praha-západ;84;1537.451954600000;20;987.221676100000;20;1;2;1.080172413793;10;0.268021390374;30;1;2
2020-10-28;2020-10-27;CZ020;Středočeský kraj;CZ020B;Příbram;84;1957.360300200000;20;1425.007399800000;20;1;2;1.161116111611;10;0.404008769182;30;1;2
2020-10-28;2020-10-27;CZ020;Středočeský kraj;CZ020C;Rakovník;99;1663.007091100000;20;1514.239008800000;20;1;2;1.706043956043;25;0.399613899613;30;1;2
2020-10-28;2020-10-27;CZ031;Jihočeský kraj;CZ0311;České Budějovice;89;1847.853274300000;20;1165.360130400000;20;1;2;1.222286042504;15;0.396497111980;30;1;2
2020-10-28;2020-10-27;CZ031;Jihočeský kraj;CZ0312;Český Krumlov;76;981.220352100000;20;684.150513100000;16;0;0;1.061889250814;10;0.335046248715;30;0;0
2020-10-28;2020-10-27;CZ031;Jihočeský kraj;CZ0313;Jindřichův Hradec;94;1401.446654600000;20;1006.967400700000;20;1;2;1.489473684210;20;0.427707808564;30;1;2
2020-10-28;2020-10-27;CZ031;Jihočeský kraj;CZ0314;Písek;84;1630.184251300000;20;1003.110913500000;20;1;2;1.105442176870;10;0.358719646799;30;1;2
2020-10-28;2020-10-27;CZ031;Jihočeský kraj;CZ0315;Prachatice;80;1357.448311000000;20;1397.700237900000;20;0;0;1.182724252491;10;0.329935125115;30;0;0
2020-10-28;2020-10-27;CZ031;Jihočeský kraj;CZ0316;Strakonice;80;1610.806533600000;20;919.043113900000;16;1;2;1.027960526315;10;0.394073139974;30;1;2
2020-10-28;2020-10-27;CZ031;Jihočeský kraj;CZ0317;Tábor;82;1559.530191500000;20;1442.329429800000;20;1;2;1.191689008042;10;0.375105485232;30;0;0
2020-10-28;2020-10-27;CZ032;Plzeňský kraj;CZ0321;Domažlice;84;1593.567722500000;20;1306.767766300000;20;1;2;1.129699248120;10;0.391021470396;30;1;2
2020-10-28;2020-10-27;CZ032;Plzeňský kraj;CZ0322;Klatovy;82;1605.231178700000;20;960.016879400000;20;1;2;1.095170454545;10;0.348553345388;30;0;0
2020-10-28;2020-10-27;CZ032;Plzeňský kraj;CZ0323;Plzeň-město;84;1810.788552600000;20;1230.624473800000;20;1;2;1.054157549234;10;0.389135702746;30;1;2
2020-10-28;2020-10-27;CZ032;Plzeňský kraj;CZ0324;Plzeň-jih;82;1929.498487900000;20;1441.566450800000;20;1;2;1.106583072100;10;0.296265211917;30;0;0
2020-10-28;2020-10-27;CZ032;Plzeňský kraj;CZ0325;Plzeň-sever;82;1959.264306800000;20;1552.672955900000;20;0;0;1.105128205128;10;0.365099534095;30;1;2
2020-10-28;2020-10-27;CZ032;Plzeňský kraj;CZ0326;Rokycany;82;1509.655717400000;20;1616.261774900000;20;0;0;1.010526315789;10;0.344394618834;30;1;2
2020-10-28;2020-10-27;CZ032;Plzeňský kraj;CZ0327;Tachov;84;1262.514723200000;20;1319.069380900000;20;1;2;1.162318840579;10;0.381541389153;30;1;2
2020-10-28;2020-10-27;CZ041;Karlovarský kraj;CZ0411;Cheb;73;639.500622000000;16;475.598551500000;13;1;2;1.124183006535;10;0.330134357005;30;1;2
2020-10-28;2020-10-27;CZ041;Karlovarský kraj;CZ0412;Karlovy Vary;78;1120.033444200000;20;935.109096000000;16;1;2;1.144715447154;10;0.341250605913;30;0;0
2020-10-28;2020-10-27;CZ041;Karlovarský kraj;CZ0413;Sokolov;82;1257.198567000000;20;1031.110063600000;20;1;2;1.067736185383;10;0.320149652592;30;0;0
2020-10-28;2020-10-27;CZ042;Ústecký kraj;CZ0421;Děčín;90;1048.308656600000;20;832.905261600000;16;1;2;1.432659932659;20;0.340672538030;30;1;2
2020-10-28;2020-10-27;CZ042;Ústecký kraj;CZ0422;Chomutov;92;1680.726073600000;20;1559.822487800000;20;1;2;1.407608695652;20;0.431522825724;30;0;0
2020-10-28;2020-10-27;CZ042;Ústecký kraj;CZ0423;Litoměřice;85;1568.506200400000;20;920.703384200000;16;1;2;1.285380116959;15;0.429632525410;30;1;2
2020-10-28;2020-10-27;CZ042;Ústecký kraj;CZ0424;Louny;89;1455.745117700000;20;1114.602478200000;20;1;2;1.289137380191;15;0.400695134061;30;1;2
2020-10-28;2020-10-27;CZ042;Ústecký kraj;CZ0425;Most;95;1107.351308700000;20;705.146166000000;16;1;2;1.805785123966;25;0.472943722943;30;1;2
2020-10-28;2020-10-27;CZ042;Ústecký kraj;CZ0426;Teplice;86;909.569852400000;16;552.683896600000;16;1;2;1.480158730158;20;0.384337970118;30;1;2
2020-10-28;2020-10-27;CZ042;Ústecký kraj;CZ0427;Ústí nad Labem;90;1219.226063700000;20;863.543448300000;16;1;2;1.401869158878;20;0.367346938775;30;1;2
2020-10-28;2020-10-27;CZ051;Liberecký kraj;CZ0511;Česká Lípa;94;1153.920619500000;20;991.300829400000;20;1;2;1.479207920792;20;0.322121604139;30;1;2
2020-10-28;2020-10-27;CZ051;Liberecký kraj;CZ0512;Jablonec nad Nisou;84;1472.421057200000;20;1282.655358300000;20;1;2;1.178515007898;10;0.375251509054;30;1;2
2020-10-28;2020-10-27;CZ051;Liberecký kraj;CZ0513;Liberec;89;1587.464270600000;20;1057.185422800000;20;1;2;1.226955848179;15;0.359918200408;30;1;2
2020-10-28;2020-10-27;CZ051;Liberecký kraj;CZ0514;Semily;89;1777.399894700000;20;1407.402814800000;20;1;2;1.314381270903;15;0.427871529667;30;1;2
2020-10-28;2020-10-27;CZ052;Královéhradecký kraj;CZ0521;Hradec Králové;84;1880.291935200000;20;1273.850073300000;20;1;2;1.143377885783;10;0.327988846287;30;1;2
2020-10-28;2020-10-27;CZ052;Královéhradecký kraj;CZ0522;Jičín;78;1306.764944700000;20;921.577835100000;16;1;2;1.170955882352;10;0.383966244725;30;0;0
2020-10-28;2020-10-27;CZ052;Královéhradecký kraj;CZ0523;Náchod;94;1938.012695700000;20;1497.848394500000;20;1;2;1.479954180985;20;0.419072332144;30;1;2
2020-10-28;2020-10-27;CZ052;Královéhradecký kraj;CZ0524;Rychnov nad Kněžnou;99;1506.619805200000;20;1073.367079300000;20;1;2;1.600000000000;25;0.372093023255;30;1;2
2020-10-28;2020-10-27;CZ052;Královéhradecký kraj;CZ0525;Trutnov;94;1710.488396100000;20;1116.948822700000;20;1;2;1.458380843785;20;0.387223735997;30;1;2
2020-10-28;2020-10-27;CZ053;Pardubický kraj;CZ0531;Chrudim;94;1453.930199800000;20;1019.560804500000;20;1;2;1.402919708029;20;0.356718634001;30;1;2
2020-10-28;2020-10-27;CZ053;Pardubický kraj;CZ0532;Pardubice;85;1254.552812600000;20;763.555250500000;16;1;2;1.348768472906;15;0.342506880160;30;1;2
2020-10-28;2020-10-27;CZ053;Pardubický kraj;CZ0533;Svitavy;84;1451.122847000000;20;1026.674792500000;20;1;2;1.148599269183;10;0.391286307053;30;1;2
2020-10-28;2020-10-27;CZ053;Pardubický kraj;CZ0534;Ústí nad Orlicí;85;1363.225456500000;20;900.035574500000;16;1;2;1.210129310344;15;0.410153396639;30;1;2
2020-10-28;2020-10-27;CZ063;Kraj Vysočina;CZ0631;Havlíčkův Brod;89;1306.432070800000;20;1120.616338900000;20;1;2;1.237864077669;15;0.414634146341;30;1;2
2020-10-28;2020-10-27;CZ063;Kraj Vysočina;CZ0632;Jihlava;75;1249.691977300000;20;948.545861200000;16;1;2;0.975452196382;5;0.447540011855;30;1;2
2020-10-28;2020-10-27;CZ063;Kraj Vysočina;CZ0633;Pelhřimov;89;1531.077978400000;20;1145.526686200000;20;1;2;1.236614853195;15;0.528413284132;30;1;2
2020-10-28;2020-10-27;CZ063;Kraj Vysočina;CZ0634;Třebíč;89;1304.033931900000;20;1394.308764800000;20;1;2;1.236574746008;15;0.485470085470;30;1;2
2020-10-28;2020-10-27;CZ063;Kraj Vysočina;CZ0635;Žďár nad Sázavou;77;1688.417204000000;20;1330.838896200000;20;0;0;0.955575702629;5;0.441928721174;30;1;2
2020-10-28;2020-10-27;CZ064;Jihomoravský kraj;CZ0641;Blansko;80;1160.020524800000;20;950.553373700000;16;1;2;1.175718849840;10;0.384535005224;30;1;2
2020-10-28;2020-10-27;CZ064;Jihomoravský kraj;CZ0642;Brno-město;80;1265.255175000000;20;908.667581200000;16;1;2;1.173397717295;10;0.347820429407;30;1;2
2020-10-28;2020-10-27;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;85;1232.182761900000;20;755.173665700000;16;1;2;1.370400654129;15;0.367947310647;30;1;2
2020-10-28;2020-10-27;CZ064;Jihomoravský kraj;CZ0644;Břeclav;83;842.713537500000;16;1110.103235200000;20;0;0;1.202150537634;15;0.359254498714;30;1;2
2020-10-28;2020-10-27;CZ064;Jihomoravský kraj;CZ0645;Hodonín;94;1601.242018100000;20;1296.667501800000;20;1;2;1.442545109211;20;0.439779965257;30;1;2
2020-10-28;2020-10-27;CZ064;Jihomoravský kraj;CZ0646;Vyškov;94;1228.868660500000;20;1006.787330300000;20;1;2;1.449799196787;20;0.382820784729;30;1;2
2020-10-28;2020-10-27;CZ064;Jihomoravský kraj;CZ0647;Znojmo;94;992.558001200000;20;1305.057096200000;20;1;2;1.448979591836;20;0.386920980926;30;1;2
2020-10-28;2020-10-27;CZ071;Olomoucký kraj;CZ0711;Jeseník;94;1522.334597500000;20;1250.000000000000;20;1;2;1.528089887640;20;0.539682539682;30;1;2
2020-10-28;2020-10-27;CZ071;Olomoucký kraj;CZ0712;Olomouc;79;1595.943466700000;20;1112.127075900000;20;1;2;0.938379427462;5;0.444495518271;30;1;2
2020-10-28;2020-10-27;CZ071;Olomoucký kraj;CZ0713;Prostějov;84;2075.548110300000;20;1168.265813700000;20;1;2;1.146209386281;10;0.417077175697;30;1;2
2020-10-28;2020-10-27;CZ071;Olomoucký kraj;CZ0714;Přerov;94;1995.181913600000;20;1365.287921600000;20;1;2;1.450666666666;20;0.440010784578;30;1;2
2020-10-28;2020-10-27;CZ071;Olomoucký kraj;CZ0715;Šumperk;89;1415.082588000000;20;967.027845700000;20;1;2;1.222784810126;15;0.468477206595;30;1;2
2020-10-28;2020-10-27;CZ072;Zlínský kraj;CZ0721;Kroměříž;89;1845.400263800000;20;1100.579488700000;20;1;2;1.207383279044;15;0.443912175648;30;1;2
2020-10-28;2020-10-27;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;84;1968.697706400000;20;1341.645209300000;20;1;2;1.165553080920;10;0.403495245438;30;1;2
2020-10-28;2020-10-27;CZ072;Zlínský kraj;CZ0723;Vsetín;94;2031.618457500000;20;1304.392481700000;20;1;2;1.509177972865;20;0.494379084967;30;1;2
2020-10-28;2020-10-27;CZ072;Zlínský kraj;CZ0724;Zlín;82;2214.430321600000;20;1318.365425100000;20;1;2;1.106270943034;10;0.378294319855;30;0;0
2020-10-28;2020-10-27;CZ080;Moravskoslezský kraj;CZ0801;Bruntál;85;1000.032752100000;20;611.228106200000;16;1;2;1.219954648526;15;0.390988372093;30;1;2
2020-10-28;2020-10-27;CZ080;Moravskoslezský kraj;CZ0802;Frýdek-Místek;90;1337.929749300000;20;936.512086700000;16;1;2;1.491071428571;20;0.376357303831;30;1;2
2020-10-28;2020-10-27;CZ080;Moravskoslezský kraj;CZ0803;Karviná;85;965.395170500000;20;562.926421700000;16;1;2;1.529591836734;20;0.230508995848;25;1;2
2020-10-28;2020-10-27;CZ080;Moravskoslezský kraj;CZ0804;Nový Jičín;85;1357.066045600000;20;894.899744300000;16;1;2;1.366445916114;15;0.388819095477;30;1;2
2020-10-28;2020-10-27;CZ080;Moravskoslezský kraj;CZ0805;Opava;84;1643.251095100000;20;1234.924115600000;20;1;2;1.198012775017;10;0.375277901289;30;1;2
2020-10-28;2020-10-27;CZ080;Moravskoslezský kraj;CZ0806;Ostrava-město;85;1172.281310000000;20;816.907509900000;16;1;2;1.264739229024;15;0.328523045206;30;1;2
2020-10-29;2020-10-28;CZ010;Hl. m. Praha;CZ0100;Praha;74;1315.585787500000;20;971.070925200000;20;1;2;0.983946707436;5;0.257487425697;25;1;2
2020-10-29;2020-10-28;CZ020;Středočeský kraj;CZ0201;Benešov;89;2169.714527100000;20;1237.526902700000;20;1;2;1.364008179959;15;0.425518341307;30;1;2
2020-10-29;2020-10-28;CZ020;Středočeský kraj;CZ0202;Beroun;84;1501.188747900000;20;1171.763360900000;20;1;2;1.199697428139;10;0.314059405940;30;1;2
2020-10-29;2020-10-28;CZ020;Středočeský kraj;CZ0203;Kladno;80;1216.941069000000;20;862.230552900000;16;1;2;1.131230925737;10;0.303825136612;30;1;2
2020-10-29;2020-10-28;CZ020;Středočeský kraj;CZ0204;Kolín;77;1497.714937100000;20;1186.163085000000;20;1;2;0.988805970149;5;0.326354679802;30;0;0
2020-10-29;2020-10-28;CZ020;Středočeský kraj;CZ0205;Kutná Hora;80;1177.665242300000;20;904.806786000000;16;1;2;1.050772626931;10;0.307692307692;30;1;2
2020-10-29;2020-10-28;CZ020;Středočeský kraj;CZ0206;Mělník;82;1260.727159600000;20;1105.080436100000;20;0;0;1.082212257100;10;0.342965419232;30;1;2
2020-10-29;2020-10-28;CZ020;Středočeský kraj;CZ0207;Mladá Boleslav;85;1393.779005100000;20;796.131882700000;16;1;2;1.206896551724;15;0.326188257222;30;1;2
2020-10-29;2020-10-28;CZ020;Středočeský kraj;CZ0208;Nymburk;80;1292.548024500000;20;798.646004100000;16;1;2;1.091867469879;10;0.346062052505;30;1;2
2020-10-29;2020-10-28;CZ020;Středočeský kraj;CZ0209;Praha-východ;78;1370.033157200000;20;820.379965400000;16;1;2;1.015861027190;10;0.266125840918;30;0;0
2020-10-29;2020-10-28;CZ020;Středočeský kraj;CZ020A;Praha-západ;82;1550.844393200000;20;1038.505919000000;20;1;2;1.044788975021;10;0.261704422869;30;0;0
2020-10-29;2020-10-28;CZ020;Středočeský kraj;CZ020B;Příbram;84;2006.880733900000;20;1530.720115000000;20;1;2;1.144366197183;10;0.414144632048;30;1;2
2020-10-29;2020-10-28;CZ020;Středočeský kraj;CZ020C;Rakovník;94;1781.793311900000;20;1626.086208300000;20;1;2;1.524875621890;20;0.423635107118;30;1;2
2020-10-29;2020-10-28;CZ031;Jihočeský kraj;CZ0311;České Budějovice;84;1967.810600100000;20;1262.692692100000;20;1;2;1.152448258455;10;0.428812922614;30;1;2
2020-10-29;2020-10-28;CZ031;Jihočeský kraj;CZ0312;Český Krumlov;78;1088.439794600000;20;824.489079900000;16;1;2;1.180428134556;10;0.370797310278;30;0;0
2020-10-29;2020-10-28;CZ031;Jihočeský kraj;CZ0313;Jindřichův Hradec;89;1508.402064100000;20;1154.452525000000;20;1;2;1.331343283582;15;0.417994376757;30;1;2
2020-10-29;2020-10-28;CZ031;Jihočeský kraj;CZ0314;Písek;75;1563.132971000000;20;920.576471300000;16;1;2;0.961290322580;5;0.365419987737;30;1;2
2020-10-29;2020-10-28;CZ031;Jihočeský kraj;CZ0315;Prachatice;87;1504.570599000000;20;1496.827914300000;20;1;2;1.397476340694;15;0.378956372968;30;0;0
2020-10-29;2020-10-28;CZ031;Jihočeský kraj;CZ0316;Strakonice;85;1687.107895700000;20;959.589133600000;16;1;2;1.294776119402;15;0.394094264622;30;1;2
2020-10-29;2020-10-28;CZ031;Jihočeský kraj;CZ0317;Tábor;89;1672.596130400000;20;1455.893656400000;20;1;2;1.341623036649;15;0.425841296219;30;1;2
2020-10-29;2020-10-28;CZ032;Plzeňský kraj;CZ0321;Domažlice;79;1630.627437000000;20;1363.233040200000;20;1;2;0.986038394415;5;0.399293286219;30;1;2
2020-10-29;2020-10-28;CZ032;Plzeňský kraj;CZ0322;Klatovy;82;1667.727562000000;20;996.940605500000;20;1;2;1.063623789764;10;0.375671714704;30;0;0
2020-10-29;2020-10-28;CZ032;Plzeňský kraj;CZ0323;Plzeň-město;79;1794.317479900000;20;1218.243945900000;20;1;2;0.969162995594;5;0.386643233743;30;1;2
2020-10-29;2020-10-28;CZ032;Plzeňský kraj;CZ0324;Plzeň-jih;82;1932.648689500000;20;1456.984273800000;20;1;2;1.004709576138;10;0.290249433106;30;0;0
2020-10-29;2020-10-28;CZ032;Plzeňský kraj;CZ0325;Plzeň-sever;82;1929.256429800000;20;1552.672955900000;20;0;0;1.029299363057;10;0.351457155284;30;1;2
2020-10-29;2020-10-28;CZ032;Plzeňský kraj;CZ0326;Rokycany;84;1548.157004100000;20;1705.503222600000;20;1;2;1.049738219895;10;0.341276595744;30;1;2
2020-10-29;2020-10-28;CZ032;Plzeňský kraj;CZ0327;Tachov;84;1325.088339200000;20;1381.387619400000;20;1;2;1.176646706586;10;0.366604477611;30;1;2
2020-10-29;2020-10-28;CZ041;Karlovarský kraj;CZ0411;Cheb;73;642.774516000000;16;459.384964600000;13;1;2;1.151724137931;10;0.343268242548;30;1;2
2020-10-29;2020-10-28;CZ041;Karlovarský kraj;CZ0412;Karlovy Vary;82;1163.580623200000;20;1024.167105200000;20;1;2;1.141706924315;10;0.348060873834;30;0;0
2020-10-29;2020-10-28;CZ041;Karlovarský kraj;CZ0413;Sokolov;82;1350.156441300000;20;1207.871788800000;20;1;2;1.141577060931;10;0.334734629532;30;0;0
2020-10-29;2020-10-28;CZ042;Ústecký kraj;CZ0421;Děčín;85;1002.763582400000;20;777.867468900000;16;1;2;1.249592169657;15;0.340142095914;30;1;2
2020-10-29;2020-10-28;CZ042;Ústecký kraj;CZ0422;Chomutov;82;1723.944744100000;20;1507.096093800000;20;1;2;1.184210526315;10;0.419161676646;30;0;0
2020-10-29;2020-10-28;CZ042;Ústecký kraj;CZ0423;Litoměřice;78;1515.860547500000;20;870.935633700000;16;1;2;1.126966292134;10;0.389968895800;30;0;0
2020-10-29;2020-10-28;CZ042;Ústecký kraj;CZ0424;Louny;82;1512.267709400000;20;1221.319736700000;20;0;0;1.054834054834;10;0.357457212713;30;1;2
2020-10-29;2020-10-28;CZ042;Ústecký kraj;CZ0425;Most;90;1226.411716200000;20;765.854114100000;16;1;2;1.535947712418;20;0.450623202301;30;1;2
2020-10-29;2020-10-28;CZ042;Ústecký kraj;CZ0426;Teplice;81;927.389364000000;16;556.660039700000;16;1;2;1.226086956521;15;0.377005347593;30;1;2
2020-10-29;2020-10-28;CZ042;Ústecký kraj;CZ0427;Ústí nad Labem;85;1255.258174200000;20;851.028325800000;16;1;2;1.251388888888;15;0.373239436619;30;1;2
2020-10-29;2020-10-28;CZ051;Liberecký kraj;CZ0511;Česká Lípa;89;1138.431752100000;20;1036.819745000000;20;1;2;1.304267161410;15;0.333017527238;30;1;2
2020-10-29;2020-10-28;CZ051;Liberecký kraj;CZ0512;Jablonec nad Nisou;84;1485.656302700000;20;1324.537982300000;20;1;2;1.088111888111;10;0.364915572232;30;1;2
2020-10-29;2020-10-28;CZ051;Liberecký kraj;CZ0513;Liberec;84;1593.727580100000;20;1082.970433100000;20;1;2;1.049792531120;10;0.367821662224;30;1;2
2020-10-29;2020-10-28;CZ051;Liberecký kraj;CZ0514;Semily;84;1800.342793900000;20;1444.602889200000;20;1;2;1.124469589816;10;0.436094349972;30;1;2
2020-10-29;2020-10-28;CZ052;Královéhradecký kraj;CZ0521;Hradec Králové;77;1873.596172400000;20;1296.003987700000;20;1;2;0.971376370280;5;0.310855583706;30;0;0
2020-10-29;2020-10-28;CZ052;Královéhradecký kraj;CZ0522;Jičín;85;1334.249484600000;20;950.927447700000;16;1;2;1.348290598290;15;0.390228818800;30;1;2
2020-10-29;2020-10-28;CZ052;Královéhradecký kraj;CZ0523;Náchod;84;2002.582804300000;20;1621.979476900000;20;1;2;1.196911196911;10;0.427438814201;30;1;2
2020-10-29;2020-10-28;CZ052;Královéhradecký kraj;CZ0524;Rychnov nad Kněžnou;94;1555.748711900000;20;1122.156492000000;20;1;2;1.444234404536;20;0.383726770467;30;1;2
2020-10-29;2020-10-28;CZ052;Královéhradecký kraj;CZ0525;Trutnov;89;1736.764481500000;20;1187.001362100000;20;1;2;1.255040322580;15;0.385568287395;30;1;2
2020-10-29;2020-10-28;CZ053;Pardubický kraj;CZ0531;Chrudim;89;1556.211943000000;20;1208.710094100000;20;1;2;1.390896921017;15;0.373070017953;30;1;2
2020-10-29;2020-10-28;CZ053;Pardubický kraj;CZ0532;Pardubice;85;1283.622414300000;20;857.927247700000;16;1;2;1.214616096207;15;0.335805626598;30;1;2
2020-10-29;2020-10-28;CZ053;Pardubický kraj;CZ0533;Svitavy;84;1521.091121600000;20;1068.866907300000;20;1;2;1.046228710462;10;0.376862401402;30;1;2
2020-10-29;2020-10-28;CZ053;Pardubický kraj;CZ0534;Ústí nad Orlicí;80;1389.983728000000;20;956.954820300000;16;1;2;1.125000000000;10;0.387481910274;30;1;2
2020-10-29;2020-10-28;CZ063;Kraj Vysočina;CZ0631;Havlíčkův Brod;84;1357.003634800000;20;1135.624593500000;20;1;2;1.155145929339;10;0.422709387296;30;1;2
2020-10-29;2020-10-28;CZ063;Kraj Vysočina;CZ0632;Jihlava;84;1275.213855700000;20;1011.185682300000;20;1;2;1.155523255813;10;0.437053326003;30;1;2
2020-10-29;2020-10-28;CZ063;Kraj Vysočina;CZ0633;Pelhřimov;84;1634.809548800000;20;1247.920133100000;20;1;2;1.085106382978;10;0.543792840822;30;1;2
2020-10-29;2020-10-28;CZ063;Kraj Vysočina;CZ0634;Třebíč;84;1315.765725100000;20;1420.616477300000;20;1;2;1.155405405405;10;0.501172332942;30;1;2
